"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","股息率LFY","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","总市值","港股市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"1859","08147","汇思太平洋","0.046","0.000","0.00%","0.00%","-8.00%","-6.12%","0.044","0.048","8000","25.60万","12.00万","5512","0.000%","0.000%","0.046","0.046","0.046","0.045","0.01","0.00","2.17","亏损","亏损","1.022","0.17","-37.43%","4741.40万","4741.40万","10.31亿","10.31亿","2.22%","0.00%","-2.13%","0.00%","-48.89%","玩具及消闲用品"
"1860","01253","中国绿地博大绿泽","0.305","0.000","0.00%","0.00%","-21.79%","-8.96%","0.305","0.400","10.00万","5.20万","26.00万","8.10万","4.590%","0.000%","0.305","0.305","0.315","0.305","0.01","0.00","3.28","12.708","13.260","0.977","0.76","86.60%","10.19亿","10.19亿","33.43亿","33.43亿","1.67%","-1.61%","0.00%","-37.76%","12.96%","楼宇建造"
"1861","08059","朝威控股","0.064","0.000","0.00%","0.00%","-13.51%","0.00%","0.063","0.070","30.00万","10.00万","0","0","0.000%","0.000%","0.064","0.064","0.000","0.000","0.00","0.00","0.00","亏损","亏损","1.280","0.00","83.40%","6467.87万","6467.87万","10.11亿","10.11亿","-1.54%","-12.33%","-7.25%","-8.57%","-41.82%","重型基建"
"1862","08315","长城汇理","0.050","0.000","0.00%","-1.96%","2.04%","-13.79%","0.050","0.063","83.00万","3.00万","593.20万","34.86万","0.000%","0.000%","0.050","0.050","0.071","0.050","0.36","0.00","42.00","亏损","亏损","12.500","5.27","29.19%","8308.78万","8308.78万","16.62亿","16.62亿","-9.09%","-23.08%","-16.67%","2.04%","0.00%","其他支援服务"
"1863","00699","神州租车","4.000","0.000","0.00%","0.00%","6.38%","6.95%","3.990","4.000","20.20万","395.00万","936.09万","3737.89万","0.000%","0.000%","3.990","4.000","4.000","3.980","0.44","0.00","0.50","亏损","250.000","1.978","0.57","85.61%","84.90亿","84.90亿","21.22亿","21.22亿","0.25%","1.01%","10.19%","63.27%","-22.03%","旅游及观光"
"1864","01462","金诚控股","0.072","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","0.072","0.072","0.000","0.000","0.00","0.00","0.00","1.945","1.846","0.626","0.00","0.00%","2.91亿","2.91亿","40.38亿","40.38亿","0.00%","0.00%","0.00%","0.00%","0.00%","楼宇建造"
"1865","03822","三和建筑集团","0.100","0.000","0.00%","0.00%","-12.28%","-0.99%","0.100","0.109","8000","8.40万","4.00万","4000","20.000%","20.000%","0.100","0.100","0.100","0.100","0.00","0.00","0.00","6.250","2.325","0.270","0.12","-28.12%","1.68亿","1.68亿","16.8亿","16.8亿","-2.91%","0.00%","0.00%","-16.67%","6.38%","重型基建"
"1866","06118","奥星生命科技","6.150","0.000","0.00%","2.33%","70.83%","0.99%","6.140","6.150","2000","2000","128.10万","763.31万","0.000%","0.000%","6.220","6.150","6.220","5.900","0.25","-1.15","5.20","170.833","361.764","5.481","1.47","-9.09%","31.52亿","31.52亿","5.13亿","5.13亿","0.00%","8.27%","11.82%","92.19%","37.28%","生物技术"
"1867","06882","东瀛游","0.410","0.000","0.00%","0.00%","-1.20%","1.23%","0.410","0.415","8.20万","1.60万","4.20万","1.72万","9.760%","0.000%","0.410","0.410","0.410","0.410","0.01","0.00","0.00","亏损","14.642","0.724","0.12","-10.07%","2.06亿","2.06亿","5.02亿","5.02亿","7.89%","2.50%","0.00%","28.13%","-7.87%","旅游及观光"
"1868","01669","环球信贷集团","0.440","0.000","0.00%","0.00%","0.00%","0.00%","0.435","0.470","2.00万","4.80万","0","0","5.230%","10.681%","0.440","0.440","0.000","0.000","0.00","0.00","0.00","2.716","2.820","0.216","0.00","57.06%","1.76亿","1.76亿","4亿","4亿","1.15%","-2.22%","3.53%","-12.00%","-31.99%","-"
"1869","06822","科劲国际","1.580","0.000","0.00%","0.00%","23.44%","17.91%","1.560","1.580","2.60万","2.60万","6000","9400","18.990%","20.886%","1.580","1.580","1.580","1.580","0.00","0.00","0.00","10.259","8.876","1.943","0.22","-57.14%","11.06亿","11.06亿","7亿","7亿","3.27%","3.95%","11.27%","30.58%","75.56%","家具"
"1870","83122","南方人民币-R","154.65","0.00","0.00%","0.00%","0.59%","0.00%","0.00","0.00","0","0","0","0","0.000%","0.000%","154.65","154.65","0.00","0.00","0.00","0.00","0.00","1.000","448260.875","-","0.00","0.00%","5335.43万","5335.43万","34.5万","34.5万","0.00%","0.00%","0.00%","1.08%","2.59%","-"
"1871","08093","万星控股","0.236","0.000","0.00%","0.00%","59.46%","-1.67%","0.000","0.236","0","1.50万","0","0","0.000%","0.000%","0.236","0.236","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.602","0.00","-100.00%","9912.00万","9912.00万","4.2亿","4.2亿","38.82%","19.80%","52.26%","-32.57%","-48.13%","广告及宣传"
"1872","08238","惠陶集团","0.115","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","0.115","0.115","0.000","0.000","0.00","0.00","0.00","亏损","亏损","-","0.00","0.00%","4968.00万","4968.00万","4.32亿","4.32亿","0.00%","0.00%","0.00%","0.00%","0.00%","广告及宣传"
"1873","08277","骏东控股","0.215","0.000","0.00%","0.00%","16.22%","-11.89%","0.185","0.245","4000","4.00万","0","0","0.000%","0.000%","0.215","0.215","0.000","0.000","0.00","0.00","0.00","亏损","亏损","1.091","0.00","-73.91%","4702.77万","4702.77万","2.19亿","2.19亿","0.00%","-14.00%","-6.52%","53.57%","-23.21%","林业及木材"
"1874","00442","海福德集团","0.840","0.000","0.00%","0.00%","-22.94%","-2.33%","0.000","0.950","0","1000","0","0","0.000%","0.000%","0.840","0.840","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.765","0.00","-100.00%","1.45亿","1.45亿","1.73亿","1.73亿","0.00%","-1.18%","-2.33%","-8.70%","-22.22%","珠宝钟表"
"1875","01415","高伟电子","5.920","0.000","0.00%","0.34%","42.65%","1.37%","5.900","5.930","1000","3000","496.94万","2930.57万","23.550%","7.854%","5.920","5.920","5.950","5.850","0.60","0.00","1.69","11.254","21.764","2.064","0.44","92.90%","49.39亿","49.39亿","8.34亿","8.34亿","1.02%","1.54%","1.02%","162.30%","782.27%","电子零件"
"1876","01245","NIRAKU","0.230","0.000","0.00%","0.00%","-8.00%","-2.13%","0.222","0.237","9.00万","6000","0","0","3.040%","3.043%","0.230","0.230","0.000","0.000","0.00","0.00","0.00","亏损","20.909","0.149","0.00","-23.73%","2.75亿","2.75亿","11.96亿","11.96亿","11.11%","12.20%","8.49%","-16.36%","-45.24%","赌场及博彩"
"1877","01500","现恒建筑","0.179","0.000","0.00%","0.00%","45.53%","33.58%","0.178","0.198","2.00万","2.50万","0","0","0.000%","0.000%","0.179","0.179","0.000","0.000","0.00","0.00","0.00","6.629","35.800","0.550","0.00","21.21%","1.49亿","1.49亿","8.3亿","8.3亿","5.29%","-0.56%","12.58%","37.69%","16.23%","楼宇建造"
"1878","01470","富一国际控股","0.088","0.000","0.00%","0.00%","-22.81%","-7.37%","0.088","0.097","8.80万","7.60万","12.00万","1.07万","0.000%","0.000%","0.089","0.088","0.089","0.088","0.02","0.00","1.14","亏损","亏损","2.514","1.83","4.76%","7040.00万","7040.00万","8亿","8亿","17.33%","10.00%","3.53%","-19.27%","-45.00%","其他零售商"
"1879","01301","德基科技控股","1.220","0.000","0.00%","0.00%","-4.69%","-2.40%","1.200","1.210","2000","4000","31.40万","38.00万","0.000%","0.000%","1.210","1.220","1.220","1.200","0.05","-0.83","1.64","亏损","亏损","1.047","0.83","36.93%","7.59亿","7.59亿","6.22亿","6.22亿","-4.69%","-1.61%","-2.40%","7.02%","-12.23%","重机械"
"1880","06839","云南水务","0.940","0.000","0.00%","-1.05%","-2.08%","2.17%","0.930","0.940","164.00万","50.00万","537.40万","505.29万","17.020%","17.021%","0.940","0.940","0.950","0.920","1.48","1.05","3.19","32.413","2.561","0.235","4.87","56.51%","11.22亿","3.42亿","11.93亿","3.64亿","-1.05%","-5.05%","-4.08%","-35.17%","-31.39%","水务"
"1881","08121","超凡网络","0.021","0.000","0.00%","0.00%","-8.70%","5.00%","0.020","0.021","108.00万","55.00万","7.00万","1460","0.000%","0.000%","0.020","0.021","0.021","0.020","0.00","0.00","4.76","亏损","亏损","0.954","0.04","-8.50%","3501.12万","3501.12万","16.67亿","16.67亿","5.00%","5.00%","5.00%","-8.70%","-36.36%","广告及宣传"
"1882","06183","中国绿宝","0.081","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","0.081","0.081","0.000","0.000","0.00","0.00","0.00","0.910","0.910","0.048","0.00","0.00%","1.23亿","1.23亿","15.18亿","15.18亿","0.00%","0.00%","0.00%","0.00%","0.00%","农产品"
"1883","02193","万景控股","0.310","0.000","0.00%","0.00%","-4.62%","-3.13%","0.300","0.310","10.00万","2.00万","0","0","11.290%","0.000%","0.310","0.310","0.000","0.000","0.00","0.00","0.00","34.444","44.285","0.537","0.00","25.00%","1.30亿","1.30亿","4.2亿","4.2亿","3.33%","10.71%","1.64%","-7.46%","-38.00%","重型基建"
"1884","02286","辰兴发展","1.410","0.000","0.00%","0.00%","-6.00%","-4.08%","1.320","1.440","2000","5.20万","2.50万","3.55万","11.840%","0.000%","1.420","1.410","1.420","1.420","0.00","0.70","0.00","9.860","7.268","0.582","2.16","-93.94%","8.46亿","8.46亿","6亿","6亿","-0.70%","-2.76%","-7.24%","1.44%","-44.49%","地产发展商"
"1885","01461","鲁证期货","0.660","0.000","0.00%","0.00%","6.45%","10.00%","0.660","0.670","2000","6000","4.70万","3.06万","9.550%","0.000%","0.650","0.660","0.660","0.650","0.02","0.00","1.52","16.500","20.000","0.265","0.17","60.19%","6.61亿","1.83亿","10.02亿","2.77亿","-2.94%","3.13%","6.45%","1.54%","-15.38%","证券及经纪"
"1886","01509","和美医疗","2.040","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","2.040","2.040","0.000","0.000","0.00","0.00","0.00","亏损","亏损","8.031","0.00","0.00%","15.47亿","15.47亿","7.58亿","7.58亿","0.00%","0.00%","0.00%","0.00%","0.00%","医疗及医学美容服务"
"1887","01718","宏基集团控股","0.156","0.000","0.00%","0.00%","-34.45%","-13.33%","0.000","0.178","0","4.00万","0","0","0.000%","0.000%","0.156","0.156","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.816","0.00","-100.00%","1.50亿","1.50亿","9.6亿","9.6亿","0.00%","-6.02%","-23.53%","-71.64%","-74.84%","重型基建"
"1888","00974","中国顺客隆","0.720","0.000","0.00%","0.00%","-4.00%","-1.37%","0.720","0.800","1.00万","1.00万","3.00万","2.16万","0.000%","0.000%","0.720","0.720","0.720","0.720","0.01","0.00","0.00","亏损","亏损","0.733","0.84","65.52%","2.09亿","2.09亿","2.9亿","2.9亿","5.88%","5.88%","0.00%","-21.74%","-28.00%","多元化零售商"
"1889","08290","亚势备份","0.025","0.000","0.00%","0.00%","8.70%","0.00%","0.024","0.025","68.00万","25.00万","34.00万","8180","0.000%","0.000%","0.024","0.025","0.025","0.024","0.02","0.00","4.00","亏损","6.250","0.675","5.48","-1.22%","5000.00万","5000.00万","20亿","20亿","-3.85%","-7.41%","8.70%","4.17%","-28.57%","软件开发"
"1890","01527","天洁环境","1.000","0.000","0.00%","0.00%","-8.26%","4.17%","0.950","1.000","1.00万","26.12万","0","0","0.000%","0.000%","1.000","1.000","0.000","0.000","0.00","0.00","0.00","18.181","3.597","0.157","0.00","-89.28%","1.35亿","3500.00万","1.35亿","3500万","0.00%","1.01%","2.04%","-18.03%","-59.84%","环保工程"
"1891","01476","恒投证券","2.550","0.000","0.00%","0.00%","-10.21%","-4.49%","2.400","2.910","4000","4000","3.30万","8.41万","4.710%","0.000%","2.550","2.550","2.550","2.550","0.01","0.00","0.00","21.428","8.146","0.680","8.68","0.00%","66.42亿","11.50亿","26.05亿","4.51亿","-4.14%","-4.14%","-4.49%","-5.56%","-24.56%","证券及经纪"
"1892","02799","中国华融","0.880","0.000","0.00%","0.00%","-1.12%","2.33%","0.880","0.890","154.50万","200.80万","1074.40万","951.29万","1.360%","1.363%","0.890","0.880","0.900","0.880","0.04","-2.26","2.27","亏损","22.000","0.252","0.27","22.02%","343.82亿","220.39亿","390.7亿","250.44亿","-3.30%","-6.38%","-6.38%","-6.38%","-19.04%","投资及资产管理"
"1893","08113","扬宇科技","0.375","0.000","0.00%","0.00%","13.64%","7.14%","0.350","0.375","2.00万","1.00万","2880","950","2.670%","5.333%","0.375","0.375","0.000","0.000","0.00","0.00","0.00","13.392","17.045","1.623","0.20","47.83%","2.45亿","2.45亿","6.53亿","6.53亿","-1.32%","8.70%","1.35%","36.36%","29.31%","工业零件及器材"
"1894","01570","伟业控股","3.650","0.000","0.00%","0.00%","-10.98%","-10.76%","0.000","0.000","0","0","0","0","0.000%","0.000%","3.650","3.650","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.466","0.00","0.00%","7.16亿","7.16亿","1.96亿","1.96亿","0.00%","5.49%","-10.76%","-18.53%","-21.51%","地产发展商"
"1895","01469","结好金融","0.900","0.000","0.00%","0.00%","47.54%","30.43%","0.890","0.900","1.60万","13.60万","6.14万","5.44万","5.560%","5.555%","0.880","0.900","0.900","0.880","0.00","0.00","2.22","15.000","16.071","0.567","0.25","24.39%","22.50亿","22.50亿","25亿","25亿","0.00%","-1.10%","28.57%","36.36%","32.35%","证券及经纪"
"1896","01496","亚积邦租赁","0.155","0.000","0.00%","0.00%","-21.72%","-17.55%","0.138","0.155","4000","2.80万","0","0","2.580%","0.000%","0.155","0.155","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.622","0.00","-44.44%","1.34亿","1.34亿","8.64亿","8.64亿","6.90%","11.51%","-9.88%","-29.55%","-0.64%","重型基建"
"1897","03626","HSSP INTL","0.450","0.000","0.00%","0.00%","5.88%","9.76%","0.250","0.450","4.00万","11.20万","0","0","11.110%","0.000%","0.450","0.450","0.000","0.000","0.00","0.00","0.00","亏损","亏损","1.111","0.00","-56.04%","8280.00万","8280.00万","1.84亿","1.84亿","-6.25%","20.00%","25.00%","-25.00%","-34.78%","印刷及包装"
"1898","08091","奥传思维控股","0.027","0.000","0.00%","0.00%","3.85%","3.85%","0.025","0.031","50.00万","20.00万","0","0","0.000%","0.000%","0.027","0.027","0.000","0.000","0.00","0.00","0.00","亏损","亏损","0.341","0.00","8.59%","1944.00万","1944.00万","7.2亿","7.2亿","0.00%","3.85%","8.00%","-15.63%","-46.00%","广告及宣传"
"1899","06122","九台农商银行","2.570","0.000","0.00%","0.00%","3.63%","3.21%","2.500","2.680","1.00万","3000","62","153","7.350%","7.354%","2.570","2.570","0.000","0.000","0.00","0.00","0.00","11.030","9.846","0.775","0.03","36.36%","112.91亿","21.51亿","43.93亿","8.37亿","2.80%","3.21%","3.21%","7.98%","-0.16%","银行"
"1900","08370","智升集团控股","0.290","0.000","0.00%","0.00%","56.76%","0.00%","0.275","0.315","12.00万","12.80万","0","0","0.000%","0.000%","0.290","0.290","0.000","0.000","0.00","0.00","0.00","亏损","亏损","1.208","0.00","-15.25%","2.63亿","2.63亿","9.07亿","9.07亿","-6.45%","-7.94%","0.00%","55.08%","9.43%","家具"
"1901","08432","太平洋酒吧","0.070","0.000","0.00%","0.00%","-9.09%","2.94%","0.069","0.073","6.00万","6.00万","0","0","8.570%","15.714%","0.070","0.070","0.000","0.000","0.00","0.00","0.00","亏损","14.000","1.129","0.00","35.34%","6020.00万","6020.00万","8.6亿","8.6亿","-5.41%","2.94%","4.48%","-12.50%","-16.67%","餐饮"
"1902","03789","御佳控股","0.105","0.000","0.00%","0.00%","-17.97%","2.94%","0.105","0.110","2.00万","34.40万","0","0","3.810%","3.809%","0.105","0.105","0.000","0.000","0.00","0.00","0.00","3.387","4.772","0.468","0.00","-72.55%","1.26亿","1.26亿","12亿","12亿","1.94%","5.00%","-0.94%","-12.50%","-14.63%","楼宇建造"
"1903","02266","黎氏企业","0.560","0.000","0.00%","0.00%","-1.75%","-1.75%","0.540","0.560","6000","5.20万","0","0","1.960%","1.964%","0.560","0.560","0.000","0.000","0.00","0.00","0.00","亏损","37.333","1.133","0.00","-33.80%","2.24亿","2.24亿","4亿","4亿","-5.08%","1.82%","1.82%","5.66%","-16.17%","楼宇建造"
"1904","08183","尚捷集团控股","0.500","0.000","0.00%","0.00%","0.00%","6.61%","0.000","0.000","0","0","0","0","3.200%","3.200%","0.000","0.500","0.000","0.000","0.00","0.00","0.00","7.246","9.259","2.040","0.00","0.00%","2.50亿","2.50亿","5亿","5亿","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"1905","08188","骏杰集团控股","0.180","0.000","0.00%","0.00%","97.80%","20.00%","0.000","0.180","0","43.20万","0","0","6.670%","0.000%","0.180","0.180","0.000","0.000","0.00","0.00","0.00","亏损","亏损","1.666","0.00","-100.00%","8780.54万","8780.54万","4.88亿","4.88亿","-4.76%","-10.00%","-9.09%","63.64%","-11.76%","重型基建"
"1906","08013","ECI TECH","0.053","0.000","0.00%","0.00%","6.00%","17.78%","0.044","0.053","8.00万","12.00万","0","0","0.000%","0.000%","0.053","0.053","0.000","0.000","0.00","0.00","0.00","8.833","26.500","1.514","0.00","-29.58%","8480.00万","8480.00万","16亿","16亿","12.77%","10.42%","-3.64%","17.78%","-26.39%","系统开发及资讯科技顾问"
"1907","03395","PERSTA","0.280","0.000","0.00%","0.00%","-20.00%","-23.29%","0.280","0.300","5.60万","4.80万","3.70万","1.03万","0.000%","0.000%","0.280","0.280","0.280","0.270","0.01","0.00","3.57","亏损","亏损","1.102","0.42","27.11%","1.01亿","1.01亿","3.62亿","3.62亿","-17.65%","-5.08%","-22.22%","-13.85%","-38.46%","气油生产商"
"1908","07205","三星两倍看多恒指","8.490","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","8.490","8.490","0.000","0.000","0.00","0.00","0.00","0.946","1088.461","-","0.00","0.00%","6622.20万","6622.20万","780万","780万","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"1909","07228","三星两倍看多国指","7.200","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","7.200","7.200","0.000","0.000","0.00","0.00","0.00","0.951","2181.818","-","0.00","0.00%","2376.00万","2376.00万","330万","330万","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"1910","07312","三星一倍看空恒指","3.762","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","3.762","3.762","0.000","0.000","0.00","0.00","0.00","1.030","1045.000","-","0.00","0.00%","1354.32万","1354.32万","360万","360万","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"1911","07328","三星一倍看空国指","3.948","0.000","0.00%","0.00%","0.00%","0.00%","0.000","0.000","0","0","0","0","0.000%","0.000%","3.948","3.948","0.000","0.000","0.00","0.00","0.00","1.024","1096.666","-","0.00","0.00%","1421.28万","1421.28万","360万","360万","0.00%","0.00%","0.00%","0.00%","0.00%","-"
"1912","08439","新百利融资","1.550","0.000","0.00%","0.00%","3.33%","4.03%","0.000","1.550","0","3.40万","0","0","1.610%","1.612%","1.550","1.550","0.000","0.000","0.00","0.00","0.00","1550.000","亏损","2.152","0.00","-100.00%","2.20亿","2.20亿","1.42亿","1.42亿","0.00%","0.00%","-3.13%","44.19%","-6.34%","其他金融"
"1913","02281","兴泸水务","1.030","0.000","0.00%","0.00%","-9.65%","-2.83%","1.030","1.050","4000","2.60万","4.20万","4.33万","6.410%","6.407%","1.030","1.030","1.030","1.030","0.02","0.00","0.00","4.153","4.221","0.382","0.15","-16.36%","8.86亿","2.21亿","8.6亿","2.15亿","0.00%","-7.21%","-0.96%","-16.26%","-16.53%","水务"
"1914","01667","进阶发展","0.365","0.000","0.00%","0.00%","32.73%","30.36%","0.340","0.385","5.00万","7.00万","0","0","0.000%","0.000%","0.365","0.365","0.000","0.000","0.00","0.00","0.00","亏损","亏损","3.348","0.00","-78.86%","3.50亿","3.50亿","9.6亿","9.6亿","8.96%","15.87%","-8.75%","261.39%","121.21%","楼宇建造"
