"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","总市值","流通市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"3021","ARR","Armour住宅房产信托","12.150","+0.060","0.50%","0.16%","21.67%","13.64%","0.000","0.000","0","0","181.61万","2199.30万","12.430%","12.180","12.090","12.230","11.920","2.86","0.00","2.56","亏损","亏损","0.881","1.52","0.00%","12.225","12.120","1.12%","-0.25%","1797","22.93万","1.74","0.58","+0.135","-0.030","7.86亿","7.73亿","6473.02万","6361.5万","4.65%","7.52%","10.67%","32.71%","-34.33%","REIT-抵押"
"3022","HCAR","HEALTHCARE SERVICES ACQ CORP","10.140","+0.050","0.50%","0.00%","0.00%","1.30%","0.000","0.000","0","0","7.81万","79.09万","0.000%","10.130","10.090","10.170","10.100","0.24","-0.49","0.69","-","-","1.308","0.64","0.00%","10.200","10.100","1.09%","-0.39%","10","4.34万","0.00","0.69","+0.110","-0.040","4.20亿","3.36亿","4140万","3312万","-0.10%","1.20%","-0.10%","0.00%","0.00%","空壳公司"
"3023","PCG-G","Pacific Gas & Electric Co. 4.80% 1st Preferred Stock","24.410","+0.120","0.49%","0.00%","1.71%","-0.57%","0.000","0.000","0","0","184","4491","0.000%","24.410","24.290","24.410","24.410","0.00","0.00","0.00","-","-","-","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","0.49%","0.49%","0.54%","0.66%","7.06%","-"
"3024","DSI","安硕MSCI KLD 400社会ETF","75.360","+0.370","0.49%","0.19%","10.98%","5.34%","0.000","0.000","0","0","17.01万","1280.18万","0.000%","75.320","74.990","75.420","74.910","0.47","0.00","0.68","-","-","-","1.12","0.00%","74.990","0.000","0.00%","0.00%","149","0","0.00","0.00","0.000","0.000","27.58亿","27.58亿","3660万","3660万","1.54%","4.33%","3.96%","17.79%","20.18%","-"
"3025","VLUE","iShares安硕MSCI美元价值因素","95.680","+0.470","0.49%","0.12%","17.13%","10.09%","0.000","0.000","0","0","67.32万","6421.95万","0.000%","95.320","95.210","95.710","94.730","0.56","0.01","1.03","-","-","-","0.71","0.00%","95.210","95.660","0.00%","-0.02%","8949","1309.46万","0.00","0.00","0.000","-0.020","114.34亿","114.34亿","1.2亿","1.2亿","2.42%","4.98%","3.65%","28.84%","8.33%","-"
"3026","ACWI","MSCI全球ETF-iShares","95.880","+0.470","0.49%","0.13%","12.35%","5.69%","0.000","0.000","0","0","374.99万","3.59亿","0.000%","95.860","95.410","95.985","95.310","2.37","0.01","0.71","-","-","-","0.97","0.00%","95.930","95.880","0.55%","0.00%","479","5548.00万","0.00","0.00","+0.520","0.000","151.68亿","151.68亿","1.58亿","1.58亿","2.05%","3.93%","3.09%","20.05%","19.65%","-"
"3027","IT","加特纳","181.530","+0.890","0.49%","0.44%","14.91%","13.32%","0.000","0.000","0","0","79.83万","1.43亿","0.000%","180.830","180.640","182.625","178.340","0.92","-0.07","2.37","76.594","70.910","15.622","1.15","0.00%","180.640","181.530","0.00%","0.00%","2528","1887.20万","0.00","0.00","0.000","0.000","162.08亿","156.83亿","8928.69万","8639.32万","11.32%","15.48%","9.87%","42.09%","19.11%","信息技术处"
"3028","SPXL","Direxion每日标普500看多3倍","81.550","+0.400","0.49%","0.21%","29.42%","12.87%","0.000","0.000","0","0","539.21万","4.37亿","0.000%","81.910","81.150","82.170","79.950","24.51","-0.10","2.74","-","-","-","1.23","0.00%","81.930","81.370","0.96%","-0.22%","348.66万","149.49万","0.43","0.72","+0.780","-0.180","17.94亿","17.94亿","2200万","2200万","3.56%","10.47%","8.00%","49.69%","8.48%","-"
"3029","WPS","iShares International Developed Property ETF","35.910","+0.176","0.49%","0.00%","5.96%","0.70%","0.000","0.000","0","0","4250","15.27万","0.000%","35.890","35.734","35.980","35.890","0.19","-0.03","0.25","-","-","-","1.29","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","8259.30万","8259.30万","230万","230万","1.48%","1.56%","1.75%","13.84%","-6.83%","-"
"3030","EWI","意大利ETF-iShares MSCI","30.730","+0.150","0.49%","-0.03%","13.54%","4.38%","0.000","0.000","0","0","72.11万","2209.53万","0.000%","30.750","30.580","30.770","30.520","12.88","0.07","0.82","-","-","-","0.91","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.72亿","1.72亿","560万","560万","2.67%","6.30%","2.50%","19.91%","4.59%","-"
"3031","T","AT&T","28.690","+0.140","0.49%","0.03%","1.00%","1.53%","0.000","0.000","0","0","3374.11万","9.64亿","7.250%","28.510","28.550","28.700","28.460","0.47","-0.07","0.84","亏损","亏损","1.264","1.01","0.00%","28.530","28.670","-0.07%","-0.07%","222.70万","1399.49万","0.56","0.31","-0.020","-0.020","2044.45亿","2041.44亿","71.26亿","71.16亿","-0.69%","-0.38%","0.28%","0.22%","-19.52%","电信业务"
"3032","TCF","TCF Financial Corp.","41.995","+0.205","0.49%","0.27%","30.74%","14.39%","0.000","0.000","0","0","161.03万","6750.94万","3.330%","41.680","41.790","42.220","41.315","1.07","0.00","2.17","26.579","16.468","1.171","1.78","0.00%","42.420","42.000","1.51%","0.01%","6.86万","90.49万","1.51","0.01","+0.630","+0.005","64.04亿","63.11亿","1.52亿","1.5亿","2.02%","6.24%","-4.15%","64.25%","2.74%","银行-区域"
"3033","VFMO","Vanguard U.S. Momentum Factor ETF","132.265","+0.645","0.49%","0.00%","32.29%","17.41%","0.000","0.000","0","0","2854","37.77万","0.000%","132.440","131.620","132.990","132.245","0.41","-0.02","0.57","-","-","-","0.20","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","9258.55万","9258.56万","70万","70万","4.15%","9.94%","10.03%","38.61%","45.77%","-"
"3034","GSJY","Goldman Sachs ActiveBeta Japan Equity ETF","39.103","+0.191","0.49%","0.00%","11.92%","5.00%","0.000","0.000","0","0","586","2.29万","0.000%","39.060","38.912","39.103","39.060","0.10","0.11","0.11","-","-","-","0.49","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2346.12万","2346.16万","60万","60万","3.22%","3.37%","2.39%","21.53%","20.96%","-"
"3035","SSDOY","资生堂","73.830","+0.360","0.49%","0.34%","7.78%","6.54%","0.000","0.000","0","0","1.16万","85.51万","0.000%","74.700","73.470","74.700","73.280","0.00","0.00","1.93","-","-","-","0.52","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","2.61%","10.48%","15.43%","35.22%","13.76%","-"
"3036","BRO","布朗保险经纪","45.300","+0.220","0.49%","0.24%","-3.74%","-4.25%","0.000","0.000","0","0","81.54万","3688.64万","0.770%","45.080","45.080","45.490","44.950","0.35","-0.02","1.20","26.804","26.804","3.414","0.85","0.00%","45.080","45.300","0.00%","-0.04%","1.47万","162.30万","0.00","0.00","0.000","-0.020","128.20亿","106.72亿","2.83亿","2.36亿","3.17%","3.41%","-1.91%","-0.65%","-4.53%","保险经纪"
"3037","SCJ","iShares安硕MSCI日本小盘股ETF","82.275","+0.399","0.49%","0.15%","8.75%","4.14%","0.000","0.000","0","0","2492","20.49万","0.000%","82.227","81.875","82.290","82.110","0.31","0.15","0.22","-","-","-","0.46","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6581.92万","6581.98万","80万","80万","2.38%","3.01%","2.89%","19.19%","16.22%","-"
"3038","LBRDK","Liberty Broadband Corp - Class C","150.430","+0.730","0.49%","0.05%","-1.44%","-5.01%","0.000","0.000","0","0","89.32万","1.34亿","0.000%","149.810","149.700","150.910","147.110","0.53","-0.09","2.54","122.300","235.046","2.560","0.77","0.00%","0.000","150.415","0.00%","-0.01%","0","42.89万","0.00","0.01","0.000","-0.015","268.51亿","254.66亿","1.78亿","1.69亿","0.73%","-3.06%","2.03%","7.73%","9.75%","娱乐"
"3039","SPMO","Invesco S&P 500 Momentum ETF","55.358","+0.268","0.49%","0.03%","8.83%","4.62%","0.000","0.000","0","0","4.55万","251.55万","0.000%","55.258","55.089","55.480","55.149","3.79","0.00","0.60","-","-","-","0.73","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6642.84万","6642.94万","120万","120万","1.28%","3.28%","4.46%","13.27%","24.66%","-"
"3040","SVOK","SEVEN OAKS ACQUISITION CORP","10.320","+0.050","0.49%","-0.58%","0.00%","-1.71%","0.000","0.000","0","0","31.25万","322.36万","0.000%","10.340","10.270","10.400","10.220","1.11","0.19","1.75","-","-","-","1.54","0.00%","10.300","10.320","0.29%","0.00%","7.70万","9473","0.68","0.00","+0.030","0.000","2.90亿","2.90亿","2812.5万","2812.5万","0.00%","0.00%","0.00%","0.00%","0.00%","空壳公司"
"3041","SCHM","嘉信理财美国中盘ETF","74.480","+0.360","0.49%","0.20%","19.79%","9.24%","0.000","0.000","0","0","32.89万","2443.17万","0.000%","74.490","74.120","74.643","73.680","0.28","0.03","1.30","-","-","-","0.76","0.00%","74.120","74.480","0.00%","0.00%","4224","297","0.03","0.00","0.000","0.000","88.11亿","88.11亿","1.18亿","1.18亿","3.23%","6.54%","4.45%","32.35%","22.21%","-"
"3042","DEA","Easterly Government Properties","22.790","+0.110","0.49%","0.53%","4.45%","0.62%","0.000","0.000","0","0","120.56万","2705.32万","4.560%","22.780","22.680","22.860","22.330","1.52","-0.09","2.34","162.785","227.900","1.605","2.69","0.00%","22.680","22.790","0.00%","0.00%","2290","19.40万","0.00","0.00","0.000","0.000","18.51亿","18.06亿","8123.14万","7923.7万","0.40%","1.24%","2.15%","-4.71%","-5.69%","REIT-办公室"
"3043","RORO","ATAC US ROTATION ETF","22.770","+0.110","0.49%","0.45%","0.00%","3.03%","0.000","0.000","0","0","1.98万","44.79万","0.000%","22.910","22.660","22.910","22.585","1.65","0.04","1.43","-","-","-","0.21","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2732.40万","2732.40万","120万","120万","1.07%","-0.81%","-1.17%","0.00%","0.00%","-"
"3044","PTEU","Pacer TrendpilotTM European Index ETF","22.800","+0.110","0.48%","-0.04%","10.36%","2.91%","0.000","0.000","0","0","1.88万","42.66万","0.000%","22.870","22.690","22.870","22.620","0.78","0.00","1.10","-","-","-","1.39","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5472.00万","5472.00万","240万","240万","1.83%","3.00%","1.33%","-0.78%","-16.92%","-"
"3045","AVA","阿维斯塔","39.450","+0.190","0.48%","0.48%","5.45%","-1.72%","0.000","0.000","0","0","29.69万","1164.22万","4.060%","39.210","39.260","39.470","38.830","0.44","0.03","1.63","21.916","13.282","1.367","0.97","0.00%","39.260","38.190","0.00%","-3.19%","353","35.84万","0.00","3.27","0.000","-1.260","27.12亿","26.52亿","6873.59万","6723.22万","5.40%","2.02%","-1.20%","11.58%","-21.03%","公用事业-多样化"
"3046","PBHC","Pathfinder Bancorp","13.500","+0.065","0.48%","0.00%","20.59%","18.17%","0.000","0.000","0","0","2922","4.05万","1.780%","14.000","13.435","14.000","13.500","0.09","-0.03","3.72","11.538","11.538","0.627","1.26","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6116.85万","4317.44万","453.1万","319.81万","9.67%","12.04%","8.97%","42.86%","-0.63%","银行-区域"
"3047","EDD","Morgan Stanley Emerging Markets Domestic Debt Fund","6.240","+0.030","0.48%","0.32%","6.81%","-0.79%","0.000","0.000","0","0","13.01万","81.13万","7.370%","6.270","6.210","6.280","6.220","0.20","0.32","0.97","亏损","亏损","0.923","0.51","0.00%","0.000","6.240","0.00%","0.00%","0","1491","0.00","0.00","0.000","0.000","4.17亿","4.17亿","6682.42万","6682.42万","1.79%","1.96%","0.81%","11.55%","-2.62%","资产管理"
"3048","LSXMA","Liberty SiriusXM Series A","43.670","+0.210","0.48%","-0.18%","5.79%","1.11%","0.000","0.000","0","0","27.39万","1195.88万","0.000%","43.560","43.460","43.880","43.190","0.09","0.07","1.59","59.821","28.542","1.589","0.87","0.00%","0.000","43.670","0.00%","0.00%","0","170.95万","0.00","0.00","0.000","0.000","148.64亿","132.83亿","3.4亿","3.04亿","-1.93%","5.36%","6.43%","25.85%","-11.51%","广播"
"3049","BFZ","黑岩加州市政基金","14.580","+0.070","0.48%","0.00%","8.76%","2.74%","0.000","0.000","0","0","4.28万","62.14万","0.000%","14.510","14.510","14.580","14.480","0.13","0.00","0.69","-","-","-","1.06","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.65亿","4.65亿","3190.29万","3190.29万","1.96%","2.17%","5.11%","7.38%","6.11%","资产管理"
"3050","FDMO","Fidelity Momentum Factor ETF","47.900","+0.230","0.48%","0.02%","15.49%","8.35%","0.000","0.000","0","0","2.05万","97.95万","0.000%","47.920","47.670","48.096","47.660","0.73","-0.02","0.91","-","-","-","1.46","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.34亿","1.34亿","280万","280万","1.74%","4.61%","4.59%","17.92%","22.39%","-"
"3051","WBIE","WBI Large Cap Tactical Growth Shares","29.043","+0.139","0.48%","0.00%","6.04%","2.66%","0.000","0.000","0","0","2637","7.65万","0.000%","29.120","28.903","29.120","28.910","0.22","-0.06","0.73","-","-","-","0.55","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3485.04万","3485.10万","120万","120万","2.76%","2.04%","-0.15%","2.74%","2.01%","-"
"3052","DYN","戴纳基","18.810","+0.090","0.48%","0.37%","-2.59%","-10.43%","0.000","0.000","0","0","32.36万","611.27万","0.000%","18.800","18.720","19.970","18.420","2.14","1.02","8.28","亏损","亏损","2.637","0.93","0.00%","18.960","18.880","1.28%","0.37%","1.72万","3.54万","1.50","0.43","+0.240","+0.070","9.68亿","2.85亿","5144.69万","1515.54万","-9.35%","0.64%","-35.80%","41.96%","105.35%","生物技术"
"3053","ILPT","Industrial Logistics Properties Trust","22.990","+0.110","0.48%","0.17%","8.89%","0.19%","0.000","0.000","0","0","23.94万","549.96万","5.740%","22.900","22.880","23.140","22.672","0.37","0.00","2.05","28.036","28.382","1.526","1.04","0.00%","22.880","22.990","0.00%","0.00%","1899","10.15万","0.00","0.00","0.000","0.000","15.01亿","14.97亿","6530.11万","6513万","2.86%","6.78%","3.71%","11.50%","2.91%","REIT-工业"
"3054","HIGA","H.I.G. ACQUISITION CORP","10.450","+0.050","0.48%","-0.29%","0.00%","3.36%","0.000","0.000","0","0","29.45万","306.68万","0.000%","10.460","10.400","10.500","10.360","0.91","0.00","1.35","-","-","-","2.82","0.00%","10.530","0.000","1.25%","0.00%","1463","0","0.10","0.00","+0.130","0.000","4.78亿","3.40亿","4573.82万","3250万","0.67%","1.16%","1.16%","0.00%","0.00%","空壳公司"
"3055","L","洛斯公司","48.220","+0.230","0.48%","0.29%","14.16%","7.11%","0.000","0.000","0","0","47.14万","2260.24万","0.520%","47.990","47.990","48.360","47.580","0.20","0.10","1.63","亏损","亏损","0.747","0.69","0.00%","47.990","48.220","0.00%","0.00%","1.01万","58.09万","0.00","0.10","0.000","0.000","129.81亿","115.50亿","2.69亿","2.4亿","0.86%","4.74%","2.29%","35.61%","-10.46%","保险-财产及意外事故"
"3056","NFG","National Fuel Gas Co.","43.970","+0.210","0.48%","0.30%","6.08%","6.90%","0.000","0.000","0","0","42.49万","1856.41万","4.030%","43.930","43.760","44.420","43.335","0.48","-0.02","2.48","亏损","亏损","1.960","1.05","0.00%","43.950","43.970","0.43%","0.00%","788","119.58万","0.43","0.09","+0.190","0.000","40.08亿","38.65亿","9116.34万","8789.09万","6.41%","8.65%","0.07%","0.14%","6.30%","油气一体化"
"3057","TIG","Trean Insurance Group Inc","16.750","+0.080","0.48%","-0.89%","27.96%","27.86%","0.000","0.000","0","0","3.91万","65.94万","0.000%","16.780","16.670","17.030","16.500","0.32","0.12","3.18","8.857","24.632","2.132","0.88","0.00%","0.000","16.750","0.00%","0.00%","0","954","0.00","0.00","0.000","0.000","8.57亿","2.07亿","5114.88万","1236.32万","8.48%","10.93%","20.24%","-0.06%","-60.54%","保险-专业"
"3058","IFGL","iShares安硕国际发达地区房地产ETF","27.290","+0.130","0.48%","-0.07%","5.29%","0.44%","0.000","0.000","0","0","1.33万","36.39万","0.000%","27.260","27.160","27.330","27.242","0.15","0.22","0.32","-","-","-","0.48","0.00%","27.160","0.000","0.00%","0.00%","27","0","0.00","0.00","0.000","0.000","2.51亿","2.51亿","920万","920万","1.37%","1.30%","1.60%","12.54%","-8.90%","-"
"3059","TUR","iShares安硕MSCI土耳其ETF","29.420","+0.140","0.48%","-0.20%","29.86%","11.02%","0.000","0.000","0","0","26.10万","770.40万","0.000%","29.370","29.280","29.600","29.350","2.31","0.03","0.85","-","-","-","0.74","0.00%","29.490","29.500","0.72%","0.27%","2689","2.94万","0.99","0.27","+0.210","+0.080","3.32亿","3.32亿","1130万","1130万","2.12%","7.77%","4.10%","38.71%","7.44%","-"
"3060","NGL-B","NGL,9.00% Class B,limited partnership interests,固定-浮动利率累积可赎回优先股","10.500","+0.050","0.48%","0.00%","-8.77%","-10.26%","0.000","0.000","0","0","7.30万","76.63万","0.000%","10.450","10.450","10.640","10.450","0.00","-0.19","1.82","-","-","-","0.49","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-7.00%","-4.46%","-19.97%","-31.95%","-58.56%","-"
"3061","EUCR","EUCRATES BIOMEDICAL ACQ CORP","10.490","+0.050","0.48%","0.00%","0.00%","4.38%","0.000","0.000","0","0","3.33万","34.65万","0.000%","10.590","10.440","10.590","10.400","0.34","0.00","1.82","-","-","5245.000","1.25","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.41亿","1.03亿","1345.91万","983.92万","1.06%","1.94%","-0.10%","0.00%","0.00%","空壳公司"
"3062","NSA","National Storage Affiliates Trust","37.880","+0.180","0.48%","-0.24%","5.08%","5.13%","0.000","0.000","0","0","28.12万","1064.51万","3.510%","37.800","37.700","38.050","37.440","0.45","-0.21","1.62","77.306","亏损","3.761","0.99","0.00%","37.700","37.880","0.00%","0.00%","3166","46.02万","0.00","0.00","0.000","0.000","26.21亿","23.50亿","6919.76万","6202.66万","0.19%","4.07%","3.92%","16.91%","4.26%","REIT-工业"
"3063","TTEK","Tetra Tech","134.900","+0.640","0.48%","0.37%","15.47%","16.66%","0.000","0.000","0","0","21.73万","2927.02万","0.490%","135.000","134.260","136.370","132.760","0.41","0.10","2.69","41.253","42.689","6.619","0.65","0.00%","135.880","134.900","1.21%","0.00%","2156","117.68万","1.21","0.01","+1.620","0.000","73.15亿","71.69亿","5422.89万","5314.25万","2.16%","6.19%","3.72%","45.57%","38.60%","工程建设"
"3064","TPYP","Tortoise North American Pipeline Fund","18.960","+0.090","0.48%","0.29%","16.25%","9.47%","0.000","0.000","0","0","14.25万","269.83万","0.000%","18.920","18.870","19.030","18.785","0.77","0.34","1.30","-","-","-","1.74","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3.53亿","3.53亿","1860万","1860万","3.10%","5.16%","1.12%","12.80%","-13.24%","-"
"3065","STAR-I","iStar Inc. Series I Cumulative Redeemable Preferred Stock","25.290","+0.120","0.48%","0.00%","-0.51%","1.04%","0.000","0.000","0","0","5043","12.75万","0.000%","25.320","25.170","25.430","25.247","0.00","0.00","0.73","-","-","-","0.64","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-0.39%","0.84%","0.60%","4.72%","-1.52%","-"
"3066","ECIFY","法国电力公司(ADR)","2.532","+0.012","0.48%","0.00%","-5.17%","-18.59%","0.000","0.000","0","0","2.33万","5.88万","0.000%","2.528","2.520","2.538","2.520","0.00","0.00","0.69","-","-","-","0.28","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","1.69%","3.35%","-17.52%","28.53%","-6.91%","-"
"3067","GOAT","VanEck Vectors Morningstar Global Wide Moat ETF","36.985","+0.175","0.48%","0.00%","8.94%","6.46%","0.000","0.000","0","0","1754","6.46万","0.000%","36.880","36.810","36.985","36.810","0.44","0.37","0.48","-","-","-","0.62","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1479.40万","1479.41万","40万","40万","2.71%","3.82%","4.11%","16.27%","15.98%","-"
"3068","SDC","SmileDirectClub","12.670","+0.060","0.48%","-0.78%","34.64%","6.11%","0.000","16.000","0","10","887.25万","1.14亿","0.000%","12.650","12.610","13.230","12.490","2.38","-0.20","5.87","亏损","亏损","15.584","0.92","-100.00%","12.630","12.800","0.16%","1.03%","8.84万","240.75万","0.95","1.58","+0.020","+0.130","48.91亿","47.25亿","3.86亿","3.73亿","-1.78%","-7.18%","5.67%","65.19%","-1.25%","医疗设备"
